gene	Pn	Ps
ENSG00000111602	3	2
ENSG00000111605	0	1
ENSG00000111615	0	1
ENSG00000111640	0	2
ENSG00000111642	2	2
ENSG00000111652	2	1
ENSG00000111664	0	1
ENSG00000111666	1	2
ENSG00000111667	0	1
ENSG00000111670	0	2
ENSG00000111684	1	1
ENSG00000111696	0	3
ENSG00000111700	3	3
ENSG00000111701	1	1
ENSG00000111704	1	5
ENSG00000111713	1	0
ENSG00000111726	0	1
ENSG00000111728	0	1
ENSG00000111729	1	0
ENSG00000111731	0	1
ENSG00000111732	0	1
ENSG00000111752	1	3
ENSG00000111783	0	1
ENSG00000111796	1	0
ENSG00000111799	2	1
ENSG00000111801	0	2
ENSG00000111802	0	1
ENSG00000111816	1	0
ENSG00000111817	1	0
ENSG00000111834	3	0
ENSG00000111837	0	1
ENSG00000111846	0	2
ENSG00000111850	0	1
ENSG00000111859	0	4
ENSG00000111860	2	0
ENSG00000111877	2	0
ENSG00000111879	1	0
ENSG00000111885	0	1
ENSG00000111886	1	1
ENSG00000111911	1	0
ENSG00000111912	2	0
ENSG00000111913	1	2
ENSG00000111961	2	1
ENSG00000111981	0	1
ENSG00000112029	1	0
ENSG00000112031	3	3
ENSG00000112033	0	1
ENSG00000112038	3	2
ENSG00000112039	0	1
ENSG00000112041	3	0
ENSG00000112053	5	0
ENSG00000112078	1	0
ENSG00000112096	1	1
ENSG00000112110	2	0
ENSG00000112118	1	0
ENSG00000112130	0	1
ENSG00000112139	2	4
ENSG00000112144	0	1
ENSG00000112149	0	1
ENSG00000112159	7	9
ENSG00000112164	3	2
ENSG00000112175	0	2
ENSG00000112182	0	3
ENSG00000112186	0	1
ENSG00000112195	4	1
ENSG00000112200	1	1
ENSG00000112214	3	3
ENSG00000112218	0	1
ENSG00000112232	0	3
ENSG00000112238	1	0
ENSG00000112246	2	0
ENSG00000112249	2	2
ENSG00000112273	0	2
ENSG00000112280	2	2
ENSG00000112293	3	1
ENSG00000112294	1	0
ENSG00000112297	5	4
ENSG00000112299	2	0
ENSG00000112303	0	2
ENSG00000112304	0	1
ENSG00000112305	2	0
ENSG00000112309	0	1
ENSG00000112319	1	0
ENSG00000112337	1	1
ENSG00000112339	1	2
ENSG00000112343	0	1
ENSG00000112367	1	1
ENSG00000112378	1	1
ENSG00000112379	1	2
ENSG00000112406	0	1
ENSG00000112414	1	0
ENSG00000112419	1	1
ENSG00000112425	0	2
ENSG00000112462	0	1
ENSG00000112473	0	1
ENSG00000112486	0	2
ENSG00000112494	3	0
ENSG00000112499	0	2
ENSG00000112514	1	0
ENSG00000112539	2	2
ENSG00000112541	1	2
ENSG00000112559	0	1
ENSG00000112561	0	4
ENSG00000112562	1	1
ENSG00000112576	1	0
ENSG00000112578	1	0
ENSG00000112584	6	2
ENSG00000112592	0	1
ENSG00000112599	0	1
ENSG00000112619	2	1
ENSG00000112655	1	1
ENSG00000112659	1	2
ENSG00000112679	0	1
ENSG00000112697	0	1
ENSG00000112699	0	1
ENSG00000112701	2	1
ENSG00000112706	4	0
ENSG00000112715	0	1
ENSG00000112739	1	0
ENSG00000112742	1	2
ENSG00000112761	1	0
ENSG00000112763	0	1
ENSG00000112769	4	2
ENSG00000112782	0	1
ENSG00000112787	1	3
ENSG00000112796	2	1
ENSG00000112812	1	0
ENSG00000112818	4	2
ENSG00000112837	1	0
ENSG00000112851	1	2
ENSG00000112852	2	1
ENSG00000112874	0	3
ENSG00000112877	2	0
ENSG00000112893	1	3
ENSG00000112902	0	2
ENSG00000112936	3	0
ENSG00000112941	0	1
ENSG00000112964	1	1
ENSG00000112972	0	2
ENSG00000112983	1	1
ENSG00000112992	0	1
ENSG00000112996	1	0
ENSG00000113013	0	2
ENSG00000113048	1	1
ENSG00000113073	0	2
ENSG00000113083	1	0
ENSG00000113100	2	0
ENSG00000113108	1	1
ENSG00000113119	1	1
ENSG00000113140	0	1
ENSG00000113163	1	1
ENSG00000113205	2	1
ENSG00000113209	1	0
ENSG00000113211	4	1
ENSG00000113212	4	7
ENSG00000113248	3	3
ENSG00000113249	4	2
ENSG00000113262	0	5
ENSG00000113269	0	2
ENSG00000113272	1	0
ENSG00000113273	2	1
ENSG00000113296	1	2
ENSG00000113300	0	1
ENSG00000113303	2	1
ENSG00000113318	5	0
ENSG00000113319	0	1
ENSG00000113327	3	1
ENSG00000113360	1	2
ENSG00000113361	0	4
ENSG00000113389	2	0
ENSG00000113396	1	1
ENSG00000113407	0	1
ENSG00000113430	1	4
ENSG00000113492	2	1
ENSG00000113504	1	4
ENSG00000113552	0	1
ENSG00000113555	3	5
ENSG00000113569	0	2
ENSG00000113580	0	1
ENSG00000113593	0	1
ENSG00000113594	1	0
ENSG00000113600	1	0
ENSG00000113621	0	1
ENSG00000113643	2	6
ENSG00000113645	1	4
ENSG00000113648	0	1
ENSG00000113657	0	1
ENSG00000113658	1	0
ENSG00000113716	4	2
ENSG00000113719	2	0
ENSG00000113721	0	3
ENSG00000113722	1	0
ENSG00000113758	1	1
ENSG00000113790	1	0
ENSG00000113805	0	2
ENSG00000113812	0	2
ENSG00000113845	0	1
ENSG00000113851	1	0
ENSG00000113889	3	3
ENSG00000113905	5	0
ENSG00000113916	1	1
ENSG00000113924	1	0
ENSG00000113946	2	0
ENSG00000113971	0	1
ENSG00000114013	2	0
ENSG00000114019	1	0
ENSG00000114021	1	0
ENSG00000114026	1	0
ENSG00000114107	1	2
ENSG00000114115	1	0
ENSG00000114124	2	0
ENSG00000114127	1	1
ENSG00000114166	0	2
ENSG00000114200	1	0
ENSG00000114204	2	2
ENSG00000114248	0	1
ENSG00000114270	1	1
ENSG00000114316	1	2
ENSG00000114354	0	1
ENSG00000114423	0	4
ENSG00000114439	1	0
ENSG00000114446	0	1
ENSG00000114450	0	1
ENSG00000114455	2	2
ENSG00000114473	2	0
ENSG00000114480	1	0
ENSG00000114487	3	3
ENSG00000114491	1	1
ENSG00000114541	1	2
ENSG00000114544	2	1
ENSG00000114554	0	6
ENSG00000114626	0	1
ENSG00000114631	0	1
ENSG00000114646	1	0
ENSG00000114650	1	0
ENSG00000114654	2	0
ENSG00000114656	0	4
ENSG00000114670	2	1
ENSG00000114698	2	0
ENSG00000114735	0	1
ENSG00000114739	0	2
ENSG00000114742	0	1
ENSG00000114744	2	2
ENSG00000114770	0	4
ENSG00000114771	1	0
ENSG00000114790	4	1
ENSG00000114796	0	2
ENSG00000114805	0	2
ENSG00000114812	0	1
ENSG00000114841	2	2
ENSG00000114850	0	1
ENSG00000114853	0	2
ENSG00000114857	1	1
ENSG00000114859	2	1
ENSG00000114867	1	1
ENSG00000114902	1	0
ENSG00000114904	1	2
ENSG00000114923	1	1
ENSG00000114933	1	2
ENSG00000114948	0	1
ENSG00000114999	0	2
ENSG00000115008	1	0
ENSG00000115020	1	2
ENSG00000115053	0	1
ENSG00000115073	1	1
ENSG00000115085	0	1
ENSG00000115109	1	0
ENSG00000115112	0	2
ENSG00000115129	0	1
ENSG00000115137	0	1
ENSG00000115155	2	3
ENSG00000115159	1	0
ENSG00000115170	0	1
ENSG00000115183	2	4
ENSG00000115207	0	2
ENSG00000115221	0	3
ENSG00000115232	1	2
ENSG00000115239	0	1
ENSG00000115266	0	1
ENSG00000115267	2	0
ENSG00000115271	1	0
ENSG00000115275	2	0
ENSG00000115282	1	0
ENSG00000115286	1	0
ENSG00000115290	1	0
ENSG00000115295	1	2
ENSG00000115306	0	4
ENSG00000115307	0	1
ENSG00000115350	1	0
ENSG00000115353	0	1
ENSG00000115355	2	0
ENSG00000115361	1	0
ENSG00000115363	0	1
ENSG00000115364	0	1
ENSG00000115368	0	1
ENSG00000115392	0	1
ENSG00000115414	1	7
ENSG00000115423	2	5
ENSG00000115425	1	1
ENSG00000115446	1	0
ENSG00000115464	0	5
ENSG00000115468	1	1
ENSG00000115474	1	0
ENSG00000115484	0	1
ENSG00000115486	1	2
ENSG00000115488	1	1
ENSG00000115504	1	0
ENSG00000115507	0	1
ENSG00000115520	0	1
ENSG00000115523	3	0
ENSG00000115524	0	3
ENSG00000115525	2	0
ENSG00000115526	1	1
ENSG00000115539	0	1
ENSG00000115548	2	1
ENSG00000115556	0	1
ENSG00000115561	0	1
ENSG00000115568	3	1
ENSG00000115592	1	0
ENSG00000115593	1	5
ENSG00000115598	1	1
ENSG00000115602	6	3
ENSG00000115604	0	1
ENSG00000115641	0	1
ENSG00000115648	5	2
ENSG00000115649	3	1
ENSG00000115657	0	1
ENSG00000115677	1	1
ENSG00000115687	4	5
ENSG00000115705	7	3
ENSG00000115718	0	2
ENSG00000115750	4	3
ENSG00000115756	2	0
ENSG00000115760	1	2
ENSG00000115761	1	2
ENSG00000115806	0	1
ENSG00000115816	1	1
ENSG00000115825	0	3
ENSG00000115827	2	2
ENSG00000115839	1	1
ENSG00000115840	0	1
ENSG00000115841	1	1
ENSG00000115844	0	1
ENSG00000115850	2	5
ENSG00000115884	0	1
ENSG00000115896	1	2
ENSG00000115902	1	2
ENSG00000115919	1	0
ENSG00000115942	0	1
ENSG00000115944	2	0
ENSG00000115946	1	1
ENSG00000115947	1	0
ENSG00000115956	2	1
ENSG00000115970	5	4
ENSG00000115977	1	4
ENSG00000115993	2	0
ENSG00000115998	0	1
ENSG00000116005	1	0
ENSG00000116014	1	1
ENSG00000116017	2	4
ENSG00000116031	3	3
ENSG00000116032	10	6
ENSG00000116035	1	1
ENSG00000116039	2	3
ENSG00000116062	1	3
ENSG00000116095	1	1
ENSG00000116117	2	5
ENSG00000116120	1	0
ENSG00000116127	13	4
ENSG00000116128	1	0
ENSG00000116133	0	1
ENSG00000116138	0	1
ENSG00000116147	3	6
ENSG00000116157	0	1
ENSG00000116176	4	1
ENSG00000116183	0	2
ENSG00000116198	1	1
ENSG00000116212	0	1
ENSG00000116213	0	1
ENSG00000116218	0	1
ENSG00000116221	3	2
ENSG00000116254	2	4
ENSG00000116260	1	3
ENSG00000116266	0	1
ENSG00000116299	2	7
ENSG00000116329	1	1
ENSG00000116337	0	1
ENSG00000116350	3	0
ENSG00000116353	1	1
ENSG00000116406	1	3
ENSG00000116514	0	1
ENSG00000116521	0	1
ENSG00000116525	0	1
ENSG00000116560	0	1
ENSG00000116574	0	1
ENSG00000116580	1	0
ENSG00000116586	0	1
ENSG00000116604	0	3
ENSG00000116641	0	3
ENSG00000116661	2	0
ENSG00000116663	1	0
ENSG00000116668	3	1
ENSG00000116675	0	2
ENSG00000116678	3	2
ENSG00000116690	2	2
ENSG00000116691	3	0
ENSG00000116698	1	1
ENSG00000116701	1	0
ENSG00000116721	2	2
ENSG00000116726	1	1
ENSG00000116729	1	1
ENSG00000116731	1	3
ENSG00000116745	0	1
ENSG00000116748	2	0
ENSG00000116761	1	0
ENSG00000116771	2	3
ENSG00000116786	1	2
ENSG00000116791	1	2
ENSG00000116809	0	2
ENSG00000116824	1	0
ENSG00000116830	1	1
ENSG00000116833	1	2
ENSG00000116852	0	2
ENSG00000116857	0	1
ENSG00000116871	0	1
ENSG00000116882	0	1
ENSG00000116885	4	1
ENSG00000116906	1	1
ENSG00000116922	0	1
ENSG00000116962	2	3
ENSG00000116977	4	4
ENSG00000116983	0	2
ENSG00000116984	1	3
ENSG00000116990	1	0
ENSG00000116991	2	3
ENSG00000117000	1	0
ENSG00000117009	1	1
ENSG00000117010	1	1
ENSG00000117013	1	1
ENSG00000117036	0	1
ENSG00000117054	0	2
ENSG00000117090	1	0
ENSG00000117091	1	1
ENSG00000117115	0	5
ENSG00000117122	0	2
ENSG00000117133	1	0
ENSG00000117139	1	4
ENSG00000117148	1	2
ENSG00000117151	3	3
ENSG00000117153	0	1
ENSG00000117155	2	1
ENSG00000117215	1	0
ENSG00000117226	5	0
ENSG00000117228	2	0
ENSG00000117245	2	4
ENSG00000117298	0	1
ENSG00000117318	1	0
ENSG00000117322	4	1
ENSG00000117385	1	0
ENSG00000117394	0	3
ENSG00000117395	1	1
ENSG00000117399	0	1
ENSG00000117408	0	1
ENSG00000117410	0	1
ENSG00000117425	0	3
ENSG00000117461	1	1
ENSG00000117477	2	0
ENSG00000117480	1	1
ENSG00000117481	16	3
ENSG00000117500	2	0
ENSG00000117501	1	3
ENSG00000117523	4	5
ENSG00000117528	0	1
ENSG00000117569	0	1
ENSG00000117595	0	1
ENSG00000117597	2	1
ENSG00000117598	0	1
ENSG00000117601	0	2
ENSG00000117602	0	3
ENSG00000117616	1	0
ENSG00000117625	0	1
ENSG00000117650	1	2
ENSG00000117676	3	1
ENSG00000117682	1	0
ENSG00000117691	0	1
ENSG00000117697	2	0
ENSG00000117724	7	2
ENSG00000117791	0	2
ENSG00000117834	2	2
ENSG00000117868	3	5
ENSG00000117877	4	0
ENSG00000117971	0	1
ENSG00000117983	16	15
ENSG00000118004	1	1
ENSG00000118007	0	1
ENSG00000118017	2	1
ENSG00000118094	1	2
ENSG00000118096	1	0
ENSG00000118113	2	0
ENSG00000118156	1	1
ENSG00000118160	0	1
ENSG00000118162	0	1
ENSG00000118193	1	2
ENSG00000118194	1	1
ENSG00000118200	0	1
ENSG00000118217	1	1
ENSG00000118231	0	2
ENSG00000118242	1	0
ENSG00000118246	1	0
ENSG00000118257	0	2
ENSG00000118263	0	1
ENSG00000118298	0	1
ENSG00000118307	1	0
ENSG00000118308	6	1
ENSG00000118322	1	4
ENSG00000118363	0	1
ENSG00000118369	1	3
ENSG00000118402	1	0
ENSG00000118412	2	2
ENSG00000118420	1	0
ENSG00000118432	0	1
ENSG00000118473	1	0
ENSG00000118492	3	3
ENSG00000118496	2	0
ENSG00000118507	1	0
ENSG00000118513	3	0
ENSG00000118515	0	1
ENSG00000118557	3	0
ENSG00000118564	0	1
ENSG00000118579	1	0
ENSG00000118596	3	0
ENSG00000118620	1	0
ENSG00000118640	0	2
ENSG00000118655	1	1
ENSG00000118689	0	1
ENSG00000118705	0	1
ENSG00000118729	1	0
ENSG00000118733	0	1
ENSG00000118777	1	0
ENSG00000118785	0	2
ENSG00000118849	2	4
ENSG00000118855	2	2
ENSG00000118894	1	3
ENSG00000118898	2	3
ENSG00000118900	0	2
ENSG00000118922	0	1
ENSG00000118939	1	0
ENSG00000118960	3	3
ENSG00000118961	1	0
ENSG00000118965	1	1
ENSG00000118971	0	1
ENSG00000118985	1	4
ENSG00000118997	4	3
ENSG00000119004	1	0
ENSG00000119121	3	4
ENSG00000119147	1	2
ENSG00000119185	1	0
ENSG00000119227	3	4
ENSG00000119231	0	1
ENSG00000119242	1	0
ENSG00000119285	7	8
ENSG00000119318	1	0
ENSG00000119321	2	3
ENSG00000119326	1	1
ENSG00000119333	0	3
ENSG00000119383	1	0
ENSG00000119392	1	0
ENSG00000119397	2	2
ENSG00000119401	0	1
ENSG00000119403	0	1
ENSG00000119411	1	1
ENSG00000119414	0	1
ENSG00000119421	0	1
ENSG00000119431	1	0
ENSG00000119457	0	2
ENSG00000119487	0	1
ENSG00000119508	1	2
ENSG00000119509	0	1
ENSG00000119522	0	1
ENSG00000119535	0	2
ENSG00000119537	0	1
ENSG00000119547	0	1
ENSG00000119559	1	0
ENSG00000119574	0	1
ENSG00000119596	0	3
ENSG00000119599	2	2
ENSG00000119614	0	1
ENSG00000119636	3	2
ENSG00000119638	1	2
ENSG00000119640	1	0
ENSG00000119650	1	0
ENSG00000119655	1	0
ENSG00000119669	0	1
ENSG00000119681	0	2
ENSG00000119684	1	1
ENSG00000119685	3	1
ENSG00000119686	1	3
ENSG00000119688	2	2
ENSG00000119689	0	2
ENSG00000119703	1	1
ENSG00000119715	1	0
ENSG00000119720	1	2
ENSG00000119723	1	1
ENSG00000119725	0	2
ENSG00000119771	0	4
ENSG00000119772	0	1
ENSG00000119777	1	0
ENSG00000119778	0	1
ENSG00000119787	1	1
ENSG00000119801	0	1
ENSG00000119865	0	3
ENSG00000119866	0	1
ENSG00000119888	1	0
ENSG00000119900	0	1
ENSG00000119906	1	0
ENSG00000119913	0	1
ENSG00000119917	0	1
ENSG00000119919	0	1
ENSG00000119922	3	1
ENSG00000119927	2	2
ENSG00000119929	0	1
ENSG00000119943	2	1
ENSG00000119946	0	1
ENSG00000119969	0	1
ENSG00000119977	0	1
ENSG00000119986	1	0
ENSG00000120008	0	5
ENSG00000120051	1	0
ENSG00000120055	1	0
ENSG00000120071	4	7
ENSG00000120088	1	0
ENSG00000120093	1	0
ENSG00000120094	2	2
ENSG00000120149	1	0
ENSG00000120156	0	4
ENSG00000120160	0	1
ENSG00000120162	0	1
ENSG00000120211	0	1
ENSG00000120235	0	1
ENSG00000120251	0	1
ENSG00000120254	1	1
ENSG00000120256	1	0
ENSG00000120262	3	1
ENSG00000120265	1	0
ENSG00000120278	0	5
ENSG00000120279	1	0
ENSG00000120306	2	0
ENSG00000120314	1	1
ENSG00000120318	1	4
ENSG00000120322	10	1
ENSG00000120324	4	4
ENSG00000120327	0	2
ENSG00000120328	2	0
ENSG00000120329	1	1
ENSG00000120332	6	3
ENSG00000120341	7	6
ENSG00000120370	1	0
ENSG00000120437	1	2
ENSG00000120440	2	2
ENSG00000120451	7	8
ENSG00000120457	0	3
ENSG00000120471	2	0
ENSG00000120526	2	0
ENSG00000120539	0	2
ENSG00000120549	2	4
ENSG00000120563	2	0
ENSG00000120594	2	0
ENSG00000120616	0	1
ENSG00000120645	2	2
ENSG00000120647	2	0
ENSG00000120658	0	1
ENSG00000120659	0	1
ENSG00000120662	0	1
ENSG00000120669	1	1
ENSG00000120675	1	1
ENSG00000120685	1	5
ENSG00000120690	3	2
ENSG00000120694	0	2
ENSG00000120696	0	2
ENSG00000120699	0	1
ENSG00000120708	0	4
ENSG00000120725	0	1
ENSG00000120733	0	4
ENSG00000120756	0	1
ENSG00000120800	2	3
ENSG00000120832	0	1
ENSG00000120860	0	2
ENSG00000120875	0	1
ENSG00000120885	0	1
ENSG00000120889	2	0
ENSG00000120896	1	0
ENSG00000120899	1	9
ENSG00000120903	2	1
ENSG00000120907	2	2
ENSG00000120913	1	1
ENSG00000120915	2	1
ENSG00000120949	0	2
ENSG00000120952	12	5
ENSG00000121053	2	1
ENSG00000121057	2	2
ENSG00000121058	1	1
ENSG00000121060	1	0
ENSG00000121064	0	1
ENSG00000121068	0	1
ENSG00000121075	2	3
ENSG00000121101	2	4
ENSG00000121152	1	1
ENSG00000121210	2	5
ENSG00000121236	0	1
ENSG00000121270	4	4
ENSG00000121281	1	1
ENSG00000121289	4	3
ENSG00000121297	0	3
ENSG00000121314	0	1
ENSG00000121316	1	1
ENSG00000121335	0	1
ENSG00000121351	0	1
ENSG00000121377	1	0
ENSG00000121380	0	2
ENSG00000121381	1	0
ENSG00000121413	1	0
ENSG00000121417	4	4
ENSG00000121440	1	3
ENSG00000121446	1	1
ENSG00000121454	1	0
ENSG00000121552	1	1
ENSG00000121570	1	1
ENSG00000121577	1	2
ENSG00000121578	1	1
ENSG00000121594	0	1
ENSG00000121621	1	0
ENSG00000121680	0	1
ENSG00000121690	0	1
ENSG00000121691	0	1
ENSG00000121716	3	1
ENSG00000121743	0	1
ENSG00000121749	0	2
ENSG00000121753	0	3
ENSG00000121764	1	1
ENSG00000121797	2	2
ENSG00000121807	1	2
ENSG00000121853	0	2
ENSG00000121858	0	1
ENSG00000121864	0	1
ENSG00000121892	0	1
ENSG00000121895	1	1
ENSG00000121897	0	1
ENSG00000121898	0	3
ENSG00000121903	0	3
ENSG00000121904	4	4
ENSG00000121931	1	0
ENSG00000121940	1	1
ENSG00000121957	3	0
ENSG00000121964	1	0
ENSG00000121988	2	1
ENSG00000121989	0	1
ENSG00000122008	0	1
ENSG00000122012	1	1
ENSG00000122025	2	0
ENSG00000122033	0	1
ENSG00000122034	1	0
ENSG00000122068	1	0
ENSG00000122085	1	1
ENSG00000122136	9	1
ENSG00000122176	0	1
ENSG00000122188	0	2
ENSG00000122194	1	5
ENSG00000122218	0	1
ENSG00000122224	1	2
ENSG00000122254	0	2
ENSG00000122257	0	2
ENSG00000122299	0	1
ENSG00000122335	0	1
ENSG00000122359	1	1
ENSG00000122375	2	2
ENSG00000122376	2	1
ENSG00000122386	1	1
ENSG00000122390	1	1
ENSG00000122417	0	6
ENSG00000122432	1	1
ENSG00000122435	2	0
ENSG00000122481	1	0
ENSG00000122483	3	1
ENSG00000122490	2	0
ENSG00000122507	1	0
ENSG00000122512	2	1
ENSG00000122515	1	0
ENSG00000122550	0	1
ENSG00000122557	1	0
ENSG00000122574	0	1
ENSG00000122585	0	2
ENSG00000122591	0	1
ENSG00000122592	1	1
ENSG00000122643	0	1
ENSG00000122674	0	1
ENSG00000122678	1	2
ENSG00000122679	0	1
ENSG00000122696	0	1
ENSG00000122705	1	0
ENSG00000122707	0	2
ENSG00000122711	1	0
ENSG00000122728	0	2
ENSG00000122729	0	1
ENSG00000122735	1	0
ENSG00000122778	5	3
ENSG00000122779	0	1
ENSG00000122786	1	0
ENSG00000122852	0	2
ENSG00000122859	1	0
ENSG00000122861	1	1
ENSG00000122862	1	0
ENSG00000122863	1	0
ENSG00000122870	2	1
ENSG00000122882	2	1
ENSG00000122952	1	0
ENSG00000122958	0	1
ENSG00000122965	4	4
ENSG00000122966	1	4
ENSG00000122971	2	2
ENSG00000123066	0	3
ENSG00000123104	0	11
ENSG00000123106	2	0
ENSG00000123143	1	2
ENSG00000123146	1	0
ENSG00000123159	0	2
ENSG00000123171	1	0
ENSG00000123179	3	1
ENSG00000123191	5	0
ENSG00000123200	1	1
ENSG00000123213	0	1
ENSG00000123240	0	1
ENSG00000123243	2	3
ENSG00000123268	0	1
ENSG00000123297	1	1
ENSG00000123329	3	0
ENSG00000123338	0	1
ENSG00000123358	0	2
ENSG00000123360	1	1
ENSG00000123384	0	6
ENSG00000123427	0	1
ENSG00000123453	2	5
ENSG00000123454	0	2
ENSG00000123472	1	0
ENSG00000123473	2	2
ENSG00000123485	4	1
ENSG00000123500	2	0
ENSG00000123545	0	2
ENSG00000123552	2	3
ENSG00000123600	0	2
ENSG00000123607	1	2
ENSG00000123609	1	2
ENSG00000123610	1	0
ENSG00000123612	0	1
ENSG00000123636	2	0
ENSG00000123685	1	1
ENSG00000123700	0	1
ENSG00000123810	1	0
ENSG00000123815	1	2
ENSG00000123836	2	1
ENSG00000123838	1	1
ENSG00000123843	0	1
ENSG00000123892	1	1
ENSG00000123908	0	4
ENSG00000123977	2	0
ENSG00000123989	0	4
ENSG00000123999	0	1
ENSG00000124003	1	0
ENSG00000124006	3	8
ENSG00000124019	1	1
ENSG00000124067	1	0
ENSG00000124089	1	0
ENSG00000124091	2	0
ENSG00000124092	3	2
ENSG00000124098	2	0
ENSG00000124102	2	0
ENSG00000124104	1	1
ENSG00000124116	1	2
ENSG00000124120	0	1
ENSG00000124126	4	5
ENSG00000124134	1	1
ENSG00000124140	0	2
ENSG00000124143	0	1
ENSG00000124145	1	0
ENSG00000124151	0	1
ENSG00000124155	0	2
ENSG00000124157	2	1
ENSG00000124159	2	2
ENSG00000124160	0	1
ENSG00000124181	2	0
ENSG00000124191	1	0
ENSG00000124193	0	1
ENSG00000124198	0	2
ENSG00000124201	3	3
ENSG00000124203	3	3
ENSG00000124207	0	1
ENSG00000124208	0	1
ENSG00000124212	0	1
ENSG00000124216	1	2
ENSG00000124225	0	2
ENSG00000124227	1	2
ENSG00000124228	2	1
ENSG00000124232	0	1
ENSG00000124233	1	0
ENSG00000124243	1	0
ENSG00000124249	3	0
ENSG00000124251	2	0
ENSG00000124253	3	6
ENSG00000124256	3	0
ENSG00000124275	4	3
ENSG00000124279	1	1
ENSG00000124299	1	2
ENSG00000124357	0	2
ENSG00000124370	2	0
ENSG00000124374	0	1
ENSG00000124383	4	1
ENSG00000124422	0	2
ENSG00000124440	2	2
ENSG00000124449	0	1
ENSG00000124459	4	3
ENSG00000124467	3	2
ENSG00000124469	1	0
ENSG00000124491	3	1
ENSG00000124493	0	2
ENSG00000124496	0	1
ENSG00000124508	0	1
ENSG00000124523	0	1
ENSG00000124532	2	2
ENSG00000124535	0	3
ENSG00000124541	2	2
ENSG00000124557	2	2
ENSG00000124562	2	0
ENSG00000124564	2	1
ENSG00000124568	1	0
ENSG00000124570	2	1
ENSG00000124571	0	2
ENSG00000124574	1	0
ENSG00000124575	0	2
ENSG00000124587	1	2
ENSG00000124588	1	1
ENSG00000124593	1	1
ENSG00000124596	1	0
ENSG00000124602	1	1
ENSG00000124608	0	1
ENSG00000124610	0	1
ENSG00000124678	2	1
ENSG00000124701	1	1
ENSG00000124721	7	7
ENSG00000124731	1	0
ENSG00000124743	1	2
ENSG00000124749	1	1
ENSG00000124767	1	1
ENSG00000124772	0	2
ENSG00000124780	1	0
ENSG00000124782	6	2
ENSG00000124783	1	0
ENSG00000124784	0	1
ENSG00000124786	0	1
ENSG00000124787	1	1
ENSG00000124788	1	2
ENSG00000124789	4	1
ENSG00000124795	0	2
ENSG00000124802	1	0
ENSG00000124812	1	0
ENSG00000124831	1	2
ENSG00000124839	3	3
ENSG00000124882	0	1
ENSG00000124900	2	0
ENSG00000124920	0	2
ENSG00000124935	1	0
ENSG00000124942	0	1
ENSG00000125046	2	3
ENSG00000125089	1	6
ENSG00000125107	0	5
ENSG00000125124	1	0
ENSG00000125166	2	3
ENSG00000125207	0	1
ENSG00000125245	0	1
ENSG00000125246	2	0
ENSG00000125247	1	2
ENSG00000125255	1	0
ENSG00000125257	0	4
ENSG00000125285	0	2
ENSG00000125319	1	0
ENSG00000125337	1	0
ENSG00000125347	0	1
ENSG00000125375	2	0
ENSG00000125378	1	0
ENSG00000125388	4	1
ENSG00000125398	0	1
ENSG00000125409	2	2
ENSG00000125414	0	3
ENSG00000125445	1	1
ENSG00000125447	1	0
ENSG00000125450	0	1
ENSG00000125454	0	1
ENSG00000125458	0	1
ENSG00000125482	0	1
ENSG00000125484	0	1
ENSG00000125485	1	0
ENSG00000125498	7	4
ENSG00000125503	0	3
ENSG00000125505	0	1
ENSG00000125508	0	4
ENSG00000125510	0	1
ENSG00000125520	1	0
ENSG00000125522	1	2
ENSG00000125531	0	2
ENSG00000125538	0	1
ENSG00000125571	2	0
ENSG00000125611	0	1
ENSG00000125630	2	1
ENSG00000125633	0	1
ENSG00000125637	1	3
ENSG00000125648	2	1
ENSG00000125650	0	1
ENSG00000125686	1	0
ENSG00000125726	0	1
ENSG00000125730	2	7
ENSG00000125731	2	2
ENSG00000125733	3	0
ENSG00000125734	1	3
ENSG00000125735	0	1
ENSG00000125740	0	1
ENSG00000125741	0	1
ENSG00000125746	2	1
ENSG00000125755	0	3
ENSG00000125775	2	1
ENSG00000125779	2	0
ENSG00000125780	3	0
ENSG00000125787	2	0
ENSG00000125788	2	0
ENSG00000125798	0	1
ENSG00000125810	1	2
ENSG00000125812	1	0
ENSG00000125818	2	1
ENSG00000125823	1	0
ENSG00000125826	1	1
ENSG00000125827	2	2
ENSG00000125831	0	1
ENSG00000125834	1	0
ENSG00000125844	2	0
ENSG00000125845	1	1
ENSG00000125848	1	1
ENSG00000125861	0	2
ENSG00000125863	2	2
ENSG00000125864	1	3
ENSG00000125869	1	0
ENSG00000125871	1	1
ENSG00000125872	3	1
ENSG00000125877	0	2
ENSG00000125878	0	1
ENSG00000125879	1	0
ENSG00000125888	1	0
ENSG00000125898	0	1
ENSG00000125900	1	2
ENSG00000125903	1	1
ENSG00000125912	0	1
ENSG00000125945	0	1
ENSG00000125965	1	0
ENSG00000125966	0	1
ENSG00000125967	0	1
ENSG00000125968	0	1
ENSG00000125971	1	0
ENSG00000125975	1	0
ENSG00000125998	1	0
ENSG00000125999	2	0
ENSG00000126001	0	1
ENSG00000126091	1	2
ENSG00000126107	0	3
ENSG00000126215	1	0
ENSG00000126217	3	6
ENSG00000126218	0	1
ENSG00000126246	1	0
ENSG00000126259	0	1
ENSG00000126261	1	1
ENSG00000126266	1	0
