gene	Pn	Ps
ENSPTRG00000005582	4	5
ENSPTRG00000005585	0	3
ENSPTRG00000005586	1	1
ENSPTRG00000005588	0	2
ENSPTRG00000005592	1	1
ENSPTRG00000005594	2	0
ENSPTRG00000005595	1	0
ENSPTRG00000005597	0	5
ENSPTRG00000005599	1	0
ENSPTRG00000005601	2	1
ENSPTRG00000005606	1	0
ENSPTRG00000005607	1	4
ENSPTRG00000005610	3	17
ENSPTRG00000005611	0	2
ENSPTRG00000005612	1	1
ENSPTRG00000005613	2	10
ENSPTRG00000005622	0	3
ENSPTRG00000005625	3	7
ENSPTRG00000005627	3	5
ENSPTRG00000005628	0	1
ENSPTRG00000005629	0	2
ENSPTRG00000005631	1	4
ENSPTRG00000005633	0	2
ENSPTRG00000005636	0	1
ENSPTRG00000005640	1	1
ENSPTRG00000005643	2	0
ENSPTRG00000005644	4	6
ENSPTRG00000005645	3	0
ENSPTRG00000005647	0	2
ENSPTRG00000005650	1	1
ENSPTRG00000005652	0	1
ENSPTRG00000005659	3	3
ENSPTRG00000005661	1	1
ENSPTRG00000005662	0	2
ENSPTRG00000005663	3	5
ENSPTRG00000005671	2	3
ENSPTRG00000005677	1	0
ENSPTRG00000005679	3	2
ENSPTRG00000005680	1	1
ENSPTRG00000005683	0	2
ENSPTRG00000005685	1	4
ENSPTRG00000005687	1	4
ENSPTRG00000005690	1	2
ENSPTRG00000005691	1	1
ENSPTRG00000005692	1	0
ENSPTRG00000005693	0	1
ENSPTRG00000005695	1	0
ENSPTRG00000005696	2	2
ENSPTRG00000005701	5	1
ENSPTRG00000005703	5	6
ENSPTRG00000005704	4	4
ENSPTRG00000005705	0	3
ENSPTRG00000005711	10	8
ENSPTRG00000005712	0	1
ENSPTRG00000005713	2	2
ENSPTRG00000005715	6	1
ENSPTRG00000005717	1	0
ENSPTRG00000005718	1	2
ENSPTRG00000005719	3	0
ENSPTRG00000005721	0	4
ENSPTRG00000005723	1	2
ENSPTRG00000005727	0	2
ENSPTRG00000005729	1	1
ENSPTRG00000005730	1	1
ENSPTRG00000005732	3	0
ENSPTRG00000005733	0	2
ENSPTRG00000005734	0	1
ENSPTRG00000005736	0	1
ENSPTRG00000005739	0	1
ENSPTRG00000005740	0	2
ENSPTRG00000005745	0	1
ENSPTRG00000005746	1	0
ENSPTRG00000005747	2	5
ENSPTRG00000005750	0	4
ENSPTRG00000005753	0	1
ENSPTRG00000005754	1	0
ENSPTRG00000005756	5	5
ENSPTRG00000005758	0	1
ENSPTRG00000005759	2	2
ENSPTRG00000005760	0	2
ENSPTRG00000005761	1	0
ENSPTRG00000005762	6	2
ENSPTRG00000005764	1	11
ENSPTRG00000005766	15	6
ENSPTRG00000005770	3	2
ENSPTRG00000005771	0	1
ENSPTRG00000005772	2	2
ENSPTRG00000005773	1	3
ENSPTRG00000005775	0	3
ENSPTRG00000005777	0	1
ENSPTRG00000005778	0	1
ENSPTRG00000005779	1	2
ENSPTRG00000005782	0	3
ENSPTRG00000005788	0	3
ENSPTRG00000005789	1	0
ENSPTRG00000005790	0	1
ENSPTRG00000005791	0	1
ENSPTRG00000005794	1	5
ENSPTRG00000005795	0	3
ENSPTRG00000005800	15	12
ENSPTRG00000005801	1	0
ENSPTRG00000005802	1	2
ENSPTRG00000005804	0	1
ENSPTRG00000005805	2	2
ENSPTRG00000005806	8	1
ENSPTRG00000005815	1	0
ENSPTRG00000005816	4	2
ENSPTRG00000005820	4	5
ENSPTRG00000005823	0	6
ENSPTRG00000005824	5	3
ENSPTRG00000005832	0	1
ENSPTRG00000005833	1	0
ENSPTRG00000005837	2	1
ENSPTRG00000005847	0	3
ENSPTRG00000005851	1	5
ENSPTRG00000005852	0	2
ENSPTRG00000005853	0	1
ENSPTRG00000005856	0	2
ENSPTRG00000005858	0	3
ENSPTRG00000005859	0	1
ENSPTRG00000005864	2	2
ENSPTRG00000005866	1	0
ENSPTRG00000005872	1	0
ENSPTRG00000005873	0	1
ENSPTRG00000005874	0	1
ENSPTRG00000005875	0	1
ENSPTRG00000005886	0	1
ENSPTRG00000005888	1	0
ENSPTRG00000005890	0	1
ENSPTRG00000005892	1	0
ENSPTRG00000005893	1	1
ENSPTRG00000005895	1	0
ENSPTRG00000005897	1	4
ENSPTRG00000005898	1	0
ENSPTRG00000005899	0	1
ENSPTRG00000005901	1	0
ENSPTRG00000005903	2	0
ENSPTRG00000005906	0	1
ENSPTRG00000005910	2	0
ENSPTRG00000005914	0	1
ENSPTRG00000005916	1	0
ENSPTRG00000005918	1	0
ENSPTRG00000005920	1	4
ENSPTRG00000005922	3	4
ENSPTRG00000005923	1	1
ENSPTRG00000005924	1	1
ENSPTRG00000005925	1	2
ENSPTRG00000005926	2	6
ENSPTRG00000005927	2	4
ENSPTRG00000005932	2	2
ENSPTRG00000005935	8	3
ENSPTRG00000005936	3	0
ENSPTRG00000005939	2	1
ENSPTRG00000005940	1	2
ENSPTRG00000005943	1	4
ENSPTRG00000005944	6	2
ENSPTRG00000005945	2	0
ENSPTRG00000005946	2	2
ENSPTRG00000005948	1	1
ENSPTRG00000005949	0	1
ENSPTRG00000005950	2	0
ENSPTRG00000005954	0	1
ENSPTRG00000005955	4	1
ENSPTRG00000005957	0	2
ENSPTRG00000005961	1	1
ENSPTRG00000005963	0	3
ENSPTRG00000005966	2	4
ENSPTRG00000005970	5	2
ENSPTRG00000005971	1	0
ENSPTRG00000005973	0	1
ENSPTRG00000005974	3	0
ENSPTRG00000005977	7	1
ENSPTRG00000005982	1	3
ENSPTRG00000005985	8	3
ENSPTRG00000005987	1	0
ENSPTRG00000005988	0	1
ENSPTRG00000005990	1	3
ENSPTRG00000005991	3	4
ENSPTRG00000005995	0	1
ENSPTRG00000005996	0	2
ENSPTRG00000005997	0	2
ENSPTRG00000005998	3	0
ENSPTRG00000006000	1	0
ENSPTRG00000006001	1	2
ENSPTRG00000006004	1	1
ENSPTRG00000006005	0	10
ENSPTRG00000006009	1	2
ENSPTRG00000006010	1	1
ENSPTRG00000006015	1	3
ENSPTRG00000006017	2	3
ENSPTRG00000006030	0	3
ENSPTRG00000006031	3	8
ENSPTRG00000006032	2	1
ENSPTRG00000006034	2	3
ENSPTRG00000006036	1	1
ENSPTRG00000006038	0	3
ENSPTRG00000006039	2	3
ENSPTRG00000006046	0	1
ENSPTRG00000006047	2	1
ENSPTRG00000006048	5	7
ENSPTRG00000006049	0	2
ENSPTRG00000006051	2	1
ENSPTRG00000006053	0	3
ENSPTRG00000006054	0	3
ENSPTRG00000006055	1	1
ENSPTRG00000006059	0	2
ENSPTRG00000006060	1	4
ENSPTRG00000006063	1	0
ENSPTRG00000006064	0	1
ENSPTRG00000006069	0	2
ENSPTRG00000006072	0	2
ENSPTRG00000006073	3	2
ENSPTRG00000006077	2	0
ENSPTRG00000006078	2	1
ENSPTRG00000006081	3	1
ENSPTRG00000006082	1	1
ENSPTRG00000006083	2	2
ENSPTRG00000006086	1	0
ENSPTRG00000006089	0	1
ENSPTRG00000006090	6	9
ENSPTRG00000006091	2	1
ENSPTRG00000006098	3	3
ENSPTRG00000006100	2	1
ENSPTRG00000006102	2	2
ENSPTRG00000006104	1	0
ENSPTRG00000006106	5	0
ENSPTRG00000006109	0	2
ENSPTRG00000006113	5	2
ENSPTRG00000006114	1	0
ENSPTRG00000006116	1	0
ENSPTRG00000006118	1	0
ENSPTRG00000006120	4	2
ENSPTRG00000006122	1	4
ENSPTRG00000006124	0	1
ENSPTRG00000006125	0	1
ENSPTRG00000006126	0	1
ENSPTRG00000006127	0	1
ENSPTRG00000006128	2	0
ENSPTRG00000006130	2	0
ENSPTRG00000006145	1	2
ENSPTRG00000006147	1	0
ENSPTRG00000006150	1	0
ENSPTRG00000006151	2	1
ENSPTRG00000006152	0	1
ENSPTRG00000006153	5	2
ENSPTRG00000006155	0	2
ENSPTRG00000006158	1	3
ENSPTRG00000006159	3	1
ENSPTRG00000006162	2	0
ENSPTRG00000006164	1	1
ENSPTRG00000006170	0	1
ENSPTRG00000006175	1	21
ENSPTRG00000006180	0	1
ENSPTRG00000006181	0	3
ENSPTRG00000006182	3	1
ENSPTRG00000006188	0	1
ENSPTRG00000006191	1	0
ENSPTRG00000006194	0	1
ENSPTRG00000006195	1	1
ENSPTRG00000006197	1	0
ENSPTRG00000006199	0	1
ENSPTRG00000006200	1	4
ENSPTRG00000006208	1	1
ENSPTRG00000006209	1	0
ENSPTRG00000006210	1	1
ENSPTRG00000006211	1	1
ENSPTRG00000006213	1	0
ENSPTRG00000006216	1	0
ENSPTRG00000006217	3	2
ENSPTRG00000006218	1	1
ENSPTRG00000006219	2	8
ENSPTRG00000006221	0	1
ENSPTRG00000006223	1	1
ENSPTRG00000006224	0	1
ENSPTRG00000006226	5	1
ENSPTRG00000006227	0	1
ENSPTRG00000006231	1	0
ENSPTRG00000006232	0	2
ENSPTRG00000006234	1	3
ENSPTRG00000006235	1	0
ENSPTRG00000006237	0	1
ENSPTRG00000006238	0	2
ENSPTRG00000006240	1	4
ENSPTRG00000006241	2	11
ENSPTRG00000006244	0	1
ENSPTRG00000006245	0	1
ENSPTRG00000006246	1	5
ENSPTRG00000006247	6	1
ENSPTRG00000006249	1	0
ENSPTRG00000006252	1	0
ENSPTRG00000006253	0	3
ENSPTRG00000006255	1	6
ENSPTRG00000006259	1	1
ENSPTRG00000006261	0	1
ENSPTRG00000006263	1	1
ENSPTRG00000006264	0	2
ENSPTRG00000006268	4	1
ENSPTRG00000006272	1	2
ENSPTRG00000006273	1	1
ENSPTRG00000006283	0	1
ENSPTRG00000006284	3	0
ENSPTRG00000006285	1	0
ENSPTRG00000006287	2	7
ENSPTRG00000006290	0	2
ENSPTRG00000006291	1	0
ENSPTRG00000006292	0	1
ENSPTRG00000006297	5	0
ENSPTRG00000006300	0	4
ENSPTRG00000006304	0	2
ENSPTRG00000006307	6	5
ENSPTRG00000006308	4	3
ENSPTRG00000006310	0	2
ENSPTRG00000006311	0	1
ENSPTRG00000006315	0	1
ENSPTRG00000006319	1	0
ENSPTRG00000006322	1	2
ENSPTRG00000006323	2	1
ENSPTRG00000006326	0	1
ENSPTRG00000006327	1	0
ENSPTRG00000006328	0	1
ENSPTRG00000006329	2	1
ENSPTRG00000006330	1	0
ENSPTRG00000006331	1	1
ENSPTRG00000006332	1	1
ENSPTRG00000006334	2	1
ENSPTRG00000006335	8	4
ENSPTRG00000006336	0	1
ENSPTRG00000006337	1	7
ENSPTRG00000006338	1	3
ENSPTRG00000006340	1	0
ENSPTRG00000006345	2	4
ENSPTRG00000006348	2	2
ENSPTRG00000006349	1	0
ENSPTRG00000006350	0	1
ENSPTRG00000006355	0	2
ENSPTRG00000006357	1	0
ENSPTRG00000006363	2	0
ENSPTRG00000006364	0	2
ENSPTRG00000006366	3	3
ENSPTRG00000006370	1	0
ENSPTRG00000006371	3	2
ENSPTRG00000006373	4	1
ENSPTRG00000006378	2	0
ENSPTRG00000006380	3	2
ENSPTRG00000006381	0	1
ENSPTRG00000006384	1	0
ENSPTRG00000006385	0	1
ENSPTRG00000006387	0	3
ENSPTRG00000006388	1	2
ENSPTRG00000006393	1	1
ENSPTRG00000006395	5	1
ENSPTRG00000006398	1	1
ENSPTRG00000006401	3	1
ENSPTRG00000006402	2	0
ENSPTRG00000006405	4	0
ENSPTRG00000006406	0	2
ENSPTRG00000006408	2	1
ENSPTRG00000006411	0	3
ENSPTRG00000006415	1	1
ENSPTRG00000006416	3	0
ENSPTRG00000006418	0	2
ENSPTRG00000006419	0	1
ENSPTRG00000006420	1	1
ENSPTRG00000006421	1	2
ENSPTRG00000006423	1	3
ENSPTRG00000006426	1	0
ENSPTRG00000006427	0	1
ENSPTRG00000006428	1	0
ENSPTRG00000006429	24	22
ENSPTRG00000006432	1	0
ENSPTRG00000006435	3	0
ENSPTRG00000006437	0	1
ENSPTRG00000006438	0	1
ENSPTRG00000006439	0	1
ENSPTRG00000006440	0	1
ENSPTRG00000006441	0	1
ENSPTRG00000006443	3	2
ENSPTRG00000006446	0	1
ENSPTRG00000006447	1	0
ENSPTRG00000006454	0	3
ENSPTRG00000006456	3	0
ENSPTRG00000006457	0	1
ENSPTRG00000006459	1	0
ENSPTRG00000006461	0	1
ENSPTRG00000006462	0	2
ENSPTRG00000006463	1	0
ENSPTRG00000006465	0	1
ENSPTRG00000006466	2	0
ENSPTRG00000006467	0	3
ENSPTRG00000006470	0	2
ENSPTRG00000006471	7	3
ENSPTRG00000006472	1	0
ENSPTRG00000006477	1	2
ENSPTRG00000006478	0	2
ENSPTRG00000006480	1	4
ENSPTRG00000006481	0	1
ENSPTRG00000006487	2	0
ENSPTRG00000006489	0	1
ENSPTRG00000006490	0	1
ENSPTRG00000006491	0	6
ENSPTRG00000006493	7	2
ENSPTRG00000006500	3	0
ENSPTRG00000006504	0	2
ENSPTRG00000006508	0	2
ENSPTRG00000006510	0	1
ENSPTRG00000006512	1	1
ENSPTRG00000006513	1	2
ENSPTRG00000006515	1	3
ENSPTRG00000006516	0	1
ENSPTRG00000006521	0	1
ENSPTRG00000006525	0	1
ENSPTRG00000006526	1	1
ENSPTRG00000006530	1	1
ENSPTRG00000006531	0	1
ENSPTRG00000006532	2	0
ENSPTRG00000006533	1	2
ENSPTRG00000006538	1	0
ENSPTRG00000006539	0	1
ENSPTRG00000006541	0	1
ENSPTRG00000006542	0	1
ENSPTRG00000006548	3	0
ENSPTRG00000006550	1	1
ENSPTRG00000006551	0	2
ENSPTRG00000006557	1	1
ENSPTRG00000006559	0	1
ENSPTRG00000006560	2	3
ENSPTRG00000006562	0	1
ENSPTRG00000006563	1	1
ENSPTRG00000006565	0	2
ENSPTRG00000006569	0	2
ENSPTRG00000006570	3	0
ENSPTRG00000006574	0	2
ENSPTRG00000006576	1	2
ENSPTRG00000006578	0	1
ENSPTRG00000006579	3	1
ENSPTRG00000006580	1	0
ENSPTRG00000006581	1	0
ENSPTRG00000006582	1	0
ENSPTRG00000006583	2	3
ENSPTRG00000006584	0	1
ENSPTRG00000006586	0	1
ENSPTRG00000006588	1	3
ENSPTRG00000006589	2	10
ENSPTRG00000006594	1	1
ENSPTRG00000006595	3	3
ENSPTRG00000006596	1	0
ENSPTRG00000006598	0	2
ENSPTRG00000006599	0	4
ENSPTRG00000006601	0	6
ENSPTRG00000006602	2	4
ENSPTRG00000006604	0	5
ENSPTRG00000006606	3	0
ENSPTRG00000006607	1	4
ENSPTRG00000006608	1	1
ENSPTRG00000006609	0	1
ENSPTRG00000006610	1	0
ENSPTRG00000006619	1	0
ENSPTRG00000006621	2	0
ENSPTRG00000006623	0	2
ENSPTRG00000006627	0	1
ENSPTRG00000006631	3	3
ENSPTRG00000006632	5	2
ENSPTRG00000006634	2	5
ENSPTRG00000006640	3	3
ENSPTRG00000006641	2	2
ENSPTRG00000006643	0	1
ENSPTRG00000006644	8	4
ENSPTRG00000006648	1	0
ENSPTRG00000006649	0	1
ENSPTRG00000006651	0	1
ENSPTRG00000006652	1	0
ENSPTRG00000006654	3	2
ENSPTRG00000006655	0	1
ENSPTRG00000006656	0	4
ENSPTRG00000006662	1	2
ENSPTRG00000006663	1	1
ENSPTRG00000006664	1	5
ENSPTRG00000006668	0	1
ENSPTRG00000006673	2	0
ENSPTRG00000006674	1	0
ENSPTRG00000006675	0	1
ENSPTRG00000006676	1	0
ENSPTRG00000006677	3	0
ENSPTRG00000006678	1	1
ENSPTRG00000006680	0	1
ENSPTRG00000006681	2	1
ENSPTRG00000006682	0	2
ENSPTRG00000006683	1	2
ENSPTRG00000006689	2	4
ENSPTRG00000006691	2	1
ENSPTRG00000006695	0	1
ENSPTRG00000006700	2	3
ENSPTRG00000006701	1	0
ENSPTRG00000006703	0	4
ENSPTRG00000006706	2	0
ENSPTRG00000006708	0	3
ENSPTRG00000006709	0	1
ENSPTRG00000006712	0	1
ENSPTRG00000006713	0	2
ENSPTRG00000006714	1	3
ENSPTRG00000006715	1	2
ENSPTRG00000006716	1	0
ENSPTRG00000006718	1	0
ENSPTRG00000006720	1	3
ENSPTRG00000006722	1	1
ENSPTRG00000006731	2	3
ENSPTRG00000006734	1	2
ENSPTRG00000006735	0	10
ENSPTRG00000006736	2	5
ENSPTRG00000006738	2	2
ENSPTRG00000006740	3	2
ENSPTRG00000006744	0	1
ENSPTRG00000006746	0	1
ENSPTRG00000006747	1	0
ENSPTRG00000006748	1	1
ENSPTRG00000006753	1	1
ENSPTRG00000006754	2	3
ENSPTRG00000006760	0	2
ENSPTRG00000006761	0	2
ENSPTRG00000006763	0	1
ENSPTRG00000006764	2	1
ENSPTRG00000006765	1	4
ENSPTRG00000006766	3	2
ENSPTRG00000006770	1	1
ENSPTRG00000006772	1	0
ENSPTRG00000006773	1	2
ENSPTRG00000006778	2	1
ENSPTRG00000006781	4	0
ENSPTRG00000006784	1	0
ENSPTRG00000006789	1	0
ENSPTRG00000006795	2	0
ENSPTRG00000006817	0	2
ENSPTRG00000006818	0	8
ENSPTRG00000006829	1	1
ENSPTRG00000006831	1	1
ENSPTRG00000006832	1	5
ENSPTRG00000006834	3	1
ENSPTRG00000006842	1	2
ENSPTRG00000006843	2	0
ENSPTRG00000006846	3	5
ENSPTRG00000006850	0	1
ENSPTRG00000006854	1	2
ENSPTRG00000006858	0	1
ENSPTRG00000006859	2	1
ENSPTRG00000006863	0	4
ENSPTRG00000006865	0	1
ENSPTRG00000006867	5	0
ENSPTRG00000006868	1	0
ENSPTRG00000006870	3	6
ENSPTRG00000006872	4	29
ENSPTRG00000006873	0	2
ENSPTRG00000006874	2	2
ENSPTRG00000006878	0	1
ENSPTRG00000006879	1	3
ENSPTRG00000006880	0	1
ENSPTRG00000006882	0	1
ENSPTRG00000006889	1	0
ENSPTRG00000006891	2	4
ENSPTRG00000006895	2	0
ENSPTRG00000006901	0	1
ENSPTRG00000006902	2	1
ENSPTRG00000006904	0	1
ENSPTRG00000006905	2	2
ENSPTRG00000006906	1	1
ENSPTRG00000006907	2	4
ENSPTRG00000006908	2	3
ENSPTRG00000006909	0	1
ENSPTRG00000006910	1	3
ENSPTRG00000006913	2	0
ENSPTRG00000006916	2	1
ENSPTRG00000006917	2	0
ENSPTRG00000006918	0	1
ENSPTRG00000006925	4	0
ENSPTRG00000006931	1	4
ENSPTRG00000006936	2	0
ENSPTRG00000006937	0	1
ENSPTRG00000006938	1	0
ENSPTRG00000006939	0	10
ENSPTRG00000006941	3	1
ENSPTRG00000006942	0	1
ENSPTRG00000006943	0	1
ENSPTRG00000006944	0	1
ENSPTRG00000006945	1	0
ENSPTRG00000006949	1	1
ENSPTRG00000006951	1	1
ENSPTRG00000006953	3	5
ENSPTRG00000006962	3	1
ENSPTRG00000006967	1	1
ENSPTRG00000006969	1	0
ENSPTRG00000006970	0	1
ENSPTRG00000006971	0	3
ENSPTRG00000006972	0	1
ENSPTRG00000006973	0	2
ENSPTRG00000006974	3	2
ENSPTRG00000006980	11	9
ENSPTRG00000006982	2	1
ENSPTRG00000006985	2	3
ENSPTRG00000006988	1	0
ENSPTRG00000006989	1	1
ENSPTRG00000006990	2	1
ENSPTRG00000006992	0	2
ENSPTRG00000006994	4	2
ENSPTRG00000006995	0	1
ENSPTRG00000006998	1	0
ENSPTRG00000007004	0	2
ENSPTRG00000007005	2	1
ENSPTRG00000007006	0	1
ENSPTRG00000007007	1	0
ENSPTRG00000007008	0	2
ENSPTRG00000007010	0	1
ENSPTRG00000007013	0	1
ENSPTRG00000007016	5	5
ENSPTRG00000007022	1	1
ENSPTRG00000007025	0	2
ENSPTRG00000007026	0	3
ENSPTRG00000007027	0	1
ENSPTRG00000007028	2	0
ENSPTRG00000007029	6	5
ENSPTRG00000007030	0	1
ENSPTRG00000007031	2	0
ENSPTRG00000007033	0	2
ENSPTRG00000007034	2	3
ENSPTRG00000007035	1	0
ENSPTRG00000007036	1	0
ENSPTRG00000007039	1	4
ENSPTRG00000007040	1	5
ENSPTRG00000007041	0	1
ENSPTRG00000007043	2	0
ENSPTRG00000007044	1	1
ENSPTRG00000007046	0	7
ENSPTRG00000007047	6	2
ENSPTRG00000007048	0	1
ENSPTRG00000007050	1	0
ENSPTRG00000007052	0	1
ENSPTRG00000007055	1	1
ENSPTRG00000007061	2	1
ENSPTRG00000007062	2	0
ENSPTRG00000007063	0	1
ENSPTRG00000007064	1	0
ENSPTRG00000007065	2	1
ENSPTRG00000007067	2	3
ENSPTRG00000007068	1	2
ENSPTRG00000007070	0	3
ENSPTRG00000007072	0	1
ENSPTRG00000007073	3	0
ENSPTRG00000007074	1	2
ENSPTRG00000007075	1	2
ENSPTRG00000007076	1	8
ENSPTRG00000007078	0	1
ENSPTRG00000007080	0	1
ENSPTRG00000007084	1	2
ENSPTRG00000007085	10	2
ENSPTRG00000007089	2	1
ENSPTRG00000007090	1	0
ENSPTRG00000007092	6	6
ENSPTRG00000007093	2	8
ENSPTRG00000007096	3	0
ENSPTRG00000007098	2	0
ENSPTRG00000007101	1	1
ENSPTRG00000007102	2	2
ENSPTRG00000007104	3	1
ENSPTRG00000007105	1	3
ENSPTRG00000007106	2	1
ENSPTRG00000007107	3	0
ENSPTRG00000007109	2	1
ENSPTRG00000007110	3	3
ENSPTRG00000007112	1	1
ENSPTRG00000007113	1	0
ENSPTRG00000007116	2	0
ENSPTRG00000007121	0	2
ENSPTRG00000007122	1	1
ENSPTRG00000007124	0	4
ENSPTRG00000007125	0	2
ENSPTRG00000007128	3	1
ENSPTRG00000007130	1	0
ENSPTRG00000007132	1	2
ENSPTRG00000007133	1	1
ENSPTRG00000007135	7	7
ENSPTRG00000007140	1	9
ENSPTRG00000007143	1	0
ENSPTRG00000007149	0	2
ENSPTRG00000007151	3	7
ENSPTRG00000007152	1	1
ENSPTRG00000007154	1	0
ENSPTRG00000007157	0	1
ENSPTRG00000007160	2	2
ENSPTRG00000007163	0	4
ENSPTRG00000007164	0	1
ENSPTRG00000007165	1	0
ENSPTRG00000007166	0	1
ENSPTRG00000007168	1	1
ENSPTRG00000007169	3	0
ENSPTRG00000007171	1	1
ENSPTRG00000007172	1	0
ENSPTRG00000007173	0	1
ENSPTRG00000007177	3	5
ENSPTRG00000007178	0	1
ENSPTRG00000007179	0	2
ENSPTRG00000007180	2	6
ENSPTRG00000007182	1	1
ENSPTRG00000007183	0	1
ENSPTRG00000007184	1	0
ENSPTRG00000007185	5	1
ENSPTRG00000007186	2	1
ENSPTRG00000007191	1	2
ENSPTRG00000007192	1	0
ENSPTRG00000007193	2	0
ENSPTRG00000007194	1	0
ENSPTRG00000007195	0	1
ENSPTRG00000007196	1	2
ENSPTRG00000007197	2	2
ENSPTRG00000007202	0	1
ENSPTRG00000007205	5	2
ENSPTRG00000007209	0	1
ENSPTRG00000007210	0	3
ENSPTRG00000007211	1	0
ENSPTRG00000007214	0	2
ENSPTRG00000007215	4	5
ENSPTRG00000007221	0	1
ENSPTRG00000007222	2	1
ENSPTRG00000007227	3	1
ENSPTRG00000007232	4	4
ENSPTRG00000007234	0	1
ENSPTRG00000007235	0	1
ENSPTRG00000007236	2	1
ENSPTRG00000007240	1	4
ENSPTRG00000007242	1	0
ENSPTRG00000007243	6	6
ENSPTRG00000007247	1	0
ENSPTRG00000007249	1	1
ENSPTRG00000007255	1	1
ENSPTRG00000007257	1	2
ENSPTRG00000007258	0	1
ENSPTRG00000007259	1	2
ENSPTRG00000007260	0	1
ENSPTRG00000007261	3	3
ENSPTRG00000007263	0	2
ENSPTRG00000007264	0	1
ENSPTRG00000007265	1	0
ENSPTRG00000007270	0	2
ENSPTRG00000007271	3	1
ENSPTRG00000007272	10	0
ENSPTRG00000007275	1	0
ENSPTRG00000007276	0	1
ENSPTRG00000007277	0	1
ENSPTRG00000007279	0	1
ENSPTRG00000007280	1	2
ENSPTRG00000007281	1	1
ENSPTRG00000007285	0	1
ENSPTRG00000007289	1	0
ENSPTRG00000007290	0	1
ENSPTRG00000007298	1	1
ENSPTRG00000007299	0	1
ENSPTRG00000007300	0	2
ENSPTRG00000007301	0	2
ENSPTRG00000007305	7	4
ENSPTRG00000007313	0	2
ENSPTRG00000007314	2	2
ENSPTRG00000007316	1	2
ENSPTRG00000007320	0	2
ENSPTRG00000007323	2	5
ENSPTRG00000007326	1	1
ENSPTRG00000007333	1	0
ENSPTRG00000007334	3	0
ENSPTRG00000007336	0	3
ENSPTRG00000007337	1	3
ENSPTRG00000007338	1	0
ENSPTRG00000007339	0	1
ENSPTRG00000007342	1	0
ENSPTRG00000007346	2	0
ENSPTRG00000007347	0	6
ENSPTRG00000007348	0	2
ENSPTRG00000007350	1	0
ENSPTRG00000007351	1	0
ENSPTRG00000007352	1	1
ENSPTRG00000007353	0	1
ENSPTRG00000007356	1	1
ENSPTRG00000007362	1	2
ENSPTRG00000007364	0	1
ENSPTRG00000007365	2	4
ENSPTRG00000007366	1	1
ENSPTRG00000007368	4	2
ENSPTRG00000007369	3	2
ENSPTRG00000007370	1	0
ENSPTRG00000007371	3	2
ENSPTRG00000007373	2	2
ENSPTRG00000007374	4	3
ENSPTRG00000007377	1	0
ENSPTRG00000007379	0	1
ENSPTRG00000007381	1	0
ENSPTRG00000007383	2	0
ENSPTRG00000007384	3	1
ENSPTRG00000007390	0	1
ENSPTRG00000007392	0	1
ENSPTRG00000007393	0	2
ENSPTRG00000007394	1	6
ENSPTRG00000007400	3	2
ENSPTRG00000007402	0	1
ENSPTRG00000007403	1	0
ENSPTRG00000007405	1	0
ENSPTRG00000007406	2	1
ENSPTRG00000007407	1	0
ENSPTRG00000007414	6	6
ENSPTRG00000007415	0	2
ENSPTRG00000007416	3	4
ENSPTRG00000007418	1	2
ENSPTRG00000007419	1	0
ENSPTRG00000007420	0	2
ENSPTRG00000007421	0	1
ENSPTRG00000007422	0	1
ENSPTRG00000007424	7	8
ENSPTRG00000007425	0	2
ENSPTRG00000007426	0	2
ENSPTRG00000007427	0	4
ENSPTRG00000007429	1	0
ENSPTRG00000007430	1	0
ENSPTRG00000007431	1	1
ENSPTRG00000007432	0	1
ENSPTRG00000007433	11	5
ENSPTRG00000007434	1	2
ENSPTRG00000007436	1	1
ENSPTRG00000007438	2	4
ENSPTRG00000007440	1	1
ENSPTRG00000007442	3	3
ENSPTRG00000007445	1	0
ENSPTRG00000007448	0	2
ENSPTRG00000007449	1	0
ENSPTRG00000007451	0	1
ENSPTRG00000007455	1	2
ENSPTRG00000007457	0	2
ENSPTRG00000007460	10	2
ENSPTRG00000007462	1	1
ENSPTRG00000007463	2	3
ENSPTRG00000007465	2	0
ENSPTRG00000007466	2	0
ENSPTRG00000007467	1	2
ENSPTRG00000007468	1	1
ENSPTRG00000007469	2	6
ENSPTRG00000007471	1	0
ENSPTRG00000007478	0	3
ENSPTRG00000007482	4	1
ENSPTRG00000007486	2	0
ENSPTRG00000007487	0	2
ENSPTRG00000007489	0	4
ENSPTRG00000007492	2	1
ENSPTRG00000007493	7	3
ENSPTRG00000007494	2	0
ENSPTRG00000007495	0	2
ENSPTRG00000007496	2	0
ENSPTRG00000007497	6	4
ENSPTRG00000007500	2	4
ENSPTRG00000007502	1	1
ENSPTRG00000007508	0	2
ENSPTRG00000007510	3	12
ENSPTRG00000007514	4	2
ENSPTRG00000007515	2	1
ENSPTRG00000007516	5	2
ENSPTRG00000007519	2	1
ENSPTRG00000007526	0	1
ENSPTRG00000007527	2	1
ENSPTRG00000007528	0	1
ENSPTRG00000007529	2	2
ENSPTRG00000007535	3	2
ENSPTRG00000007536	0	2
ENSPTRG00000007537	2	2
ENSPTRG00000007540	3	2
ENSPTRG00000007542	0	1
ENSPTRG00000007545	0	1
ENSPTRG00000007558	1	0
ENSPTRG00000007563	3	1
ENSPTRG00000007564	2	0
ENSPTRG00000007568	1	1
ENSPTRG00000007569	2	1
ENSPTRG00000007570	1	0
