ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0032944	regulation of mononuclear cell proliferation	118	0.4530528583326474	2.1678908068408367	2.444473778129782e-6	3.874755280502145e-5	2.194184033110864e-5	2225	tags=42%, list=21%, signal=34%
BP	GO:0050679	positive regulation of epithelial cell proliferation	118	0.4466383816519379	2.13719707040138	2.444473778129782e-6	3.874755280502145e-5	2.194184033110864e-5	2343	tags=42%, list=22%, signal=33%
BP	GO:0051048	negative regulation of secretion	119	0.48509505466057673	2.324597856309604	2.445513949211566e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=43%, list=20%, signal=35%
BP	GO:0034341	response to interferon-gamma	120	0.4885514365566912	2.3441566288738023	2.4486757561510735e-6	3.874755280502145e-5	2.194184033110864e-5	1902	tags=43%, list=18%, signal=36%
BP	GO:0061138	morphogenesis of a branching epithelium	120	0.41951723592757884	2.0129182639550667	2.4486757561510735e-6	3.874755280502145e-5	2.194184033110864e-5	2277	tags=38%, list=21%, signal=30%
BP	GO:0051216	cartilage development	122	0.50975062451172	2.4522300691237824	2.4519539621124073e-6	3.874755280502145e-5	2.194184033110864e-5	1452	tags=37%, list=14%, signal=32%
BP	GO:0045766	positive regulation of angiogenesis	123	0.6079087882852443	2.9285749244044776	2.4537348297844147e-6	3.874755280502145e-5	2.194184033110864e-5	1950	tags=54%, list=18%, signal=44%
BP	GO:0050866	negative regulation of cell activation	123	0.5060123732100711	2.437693246385634	2.4537348297844147e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=48%, list=20%, signal=39%
BP	GO:0048705	skeletal system morphogenesis	124	0.42319549954069197	2.0414352973510286	2.45495766425508e-6	3.874755280502145e-5	2.194184033110864e-5	1619	tags=31%, list=15%, signal=27%
BP	GO:0050663	cytokine secretion	125	0.4807306385884661	2.3220845821554525	2.4557474312881867e-6	3.874755280502145e-5	2.194184033110864e-5	2000	tags=42%, list=19%, signal=34%
BP	GO:0055001	muscle cell development	125	0.5199882415300148	2.5117115108459465	2.4557474312881867e-6	3.874755280502145e-5	2.194184033110864e-5	2010	tags=42%, list=19%, signal=35%
BP	GO:0070663	regulation of leukocyte proliferation	125	0.47391721480108023	2.2891735399659323	2.4557474312881867e-6	3.874755280502145e-5	2.194184033110864e-5	2225	tags=44%, list=21%, signal=35%
BP	GO:2000377	regulation of reactive oxygen species metabolic process	127	0.4431485423019861	2.1456870946365343	2.460097223042255e-6	3.874755280502145e-5	2.194184033110864e-5	2273	tags=39%, list=21%, signal=31%
BP	GO:0050870	positive regulation of T cell activation	128	0.4306955199759893	2.088023206155672	2.461817214995421e-6	3.874755280502145e-5	2.194184033110864e-5	2123	tags=35%, list=20%, signal=29%
BP	GO:0030278	regulation of ossification	129	0.4235042715782481	2.055762392336057	2.4641102344354477e-6	3.874755280502145e-5	2.194184033110864e-5	2344	tags=42%, list=22%, signal=33%
BP	GO:0031099	regeneration	129	0.4851664812935995	2.355081337310942	2.4641102344354477e-6	3.874755280502145e-5	2.194184033110864e-5	2106	tags=40%, list=20%, signal=32%
BP	GO:0002573	myeloid leukocyte differentiation	130	0.4422278336157606	2.1492762822054736	2.4663041199610324e-6	3.874755280502145e-5	2.194184033110864e-5	2058	tags=42%, list=19%, signal=34%
MF	GO:0042277	peptide binding	130	0.4052537410731839	1.9695780947167199	2.4663041199610324e-6	3.874755280502145e-5	2.194184033110864e-5	2553	tags=46%, list=24%, signal=36%
MF	GO:0015267	channel activity	131	0.4126797969675176	2.007899198876909	2.469178479628043e-6	3.874755280502145e-5	2.194184033110864e-5	2452	tags=41%, list=23%, signal=32%
MF	GO:0022803	passive transmembrane transporter activity	131	0.4126797969675176	2.007899198876909	2.469178479628043e-6	3.874755280502145e-5	2.194184033110864e-5	2452	tags=41%, list=23%, signal=32%
BP	GO:0031032	actomyosin structure organization	131	0.45719514096934044	2.2244892142248744	2.469178479628043e-6	3.874755280502145e-5	2.194184033110864e-5	2398	tags=39%, list=22%, signal=31%
BP	GO:0009612	response to mechanical stimulus	133	0.5029701184501519	2.453083016733802	2.4720473248739876e-6	3.874755280502145e-5	2.194184033110864e-5	2058	tags=41%, list=19%, signal=33%
BP	GO:0044706	multi-multicellular organism process	133	0.472990765473287	2.306867885968526	2.4720473248739876e-6	3.874755280502145e-5	2.194184033110864e-5	2570	tags=45%, list=24%, signal=35%
MF	GO:0030246	carbohydrate binding	134	0.4988881247051359	2.435889137095412	2.47503310356776e-6	3.874755280502145e-5	2.194184033110864e-5	2680	tags=51%, list=25%, signal=39%
MF	GO:1901681	sulfur compound binding	135	0.5169844875547283	2.5272045509414474	2.4773999192367627e-6	3.874755280502145e-5	2.194184033110864e-5	1845	tags=44%, list=17%, signal=37%
BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	136	0.4852819519884268	2.3751435241931302	2.4781304983520433e-6	3.874755280502145e-5	2.194184033110864e-5	2800	tags=51%, list=26%, signal=39%
CC	GO:0030017	sarcomere	137	0.49150987854288103	2.408314204708114	2.479765116648151e-6	3.874755280502145e-5	2.194184033110864e-5	2026	tags=43%, list=19%, signal=35%
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	137	0.4544335843961782	2.226646714898648	2.479765116648151e-6	3.874755280502145e-5	2.194184033110864e-5	1526	tags=31%, list=14%, signal=27%
BP	GO:0048762	mesenchymal cell differentiation	138	0.4881624260778209	2.3947478724907	2.47998035855556e-6	3.874755280502145e-5	2.194184033110864e-5	2632	tags=49%, list=24%, signal=38%
BP	GO:1904018	positive regulation of vasculature development	140	0.5940505921698289	2.9210452053374887	2.4808847827489197e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=53%, list=19%, signal=43%
BP	GO:0033002	muscle cell proliferation	139	0.4627500509925656	2.27259772799917	2.481457310249163e-6	3.874755280502145e-5	2.194184033110864e-5	2159	tags=41%, list=20%, signal=33%
BP	GO:0016485	protein processing	141	0.40111304597341485	1.9744200707806505	2.4831703132022715e-6	3.874755280502145e-5	2.194184033110864e-5	1801	tags=35%, list=17%, signal=30%
BP	GO:0051924	regulation of calcium ion transport	141	0.4284370407490468	2.1089184229047775	2.4831703132022715e-6	3.874755280502145e-5	2.194184033110864e-5	2888	tags=48%, list=27%, signal=36%
BP	GO:0007584	response to nutrient	143	0.4142509404950455	2.0433465269771136	2.4884349983451908e-6	3.874755280502145e-5	2.194184033110864e-5	2130	tags=36%, list=20%, signal=30%
BP	GO:0010810	regulation of cell-substrate adhesion	146	0.4345096734706909	2.14993944504835	2.4930444061069617e-6	3.874755280502145e-5	2.194184033110864e-5	2562	tags=45%, list=24%, signal=34%
BP	GO:0043270	positive regulation of ion transport	146	0.4550975074017697	2.2518073641282155	2.4930444061069617e-6	3.874755280502145e-5	2.194184033110864e-5	2769	tags=45%, list=26%, signal=34%
MF	GO:0048018	receptor ligand activity	146	0.6462603923211228	3.197674974933152	2.4930444061069617e-6	3.874755280502145e-5	2.194184033110864e-5	1819	tags=58%, list=17%, signal=48%
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	147	0.42164323467347653	2.088524029737429	2.4939335067448432e-6	3.874755280502145e-5	2.194184033110864e-5	2157	tags=40%, list=20%, signal=33%
BP	GO:0060326	cell chemotaxis	150	0.5303652400225848	2.635324398251989	2.4981264051961028e-6	3.874755280502145e-5	2.194184033110864e-5	2139	tags=45%, list=20%, signal=36%
CC	GO:0044449	contractile fiber part	152	0.4952718306451104	2.4658239774900204	2.501694898293594e-6	3.874755280502145e-5	2.194184033110864e-5	2081	tags=43%, list=19%, signal=36%
CC	GO:0030016	myofibril	154	0.48287232655759393	2.408829976698839	2.504382669671926e-6	3.874755280502145e-5	2.194184033110864e-5	2026	tags=42%, list=19%, signal=35%
BP	GO:0043542	endothelial cell migration	154	0.43815778450188436	2.18576950424224	2.504382669671926e-6	3.874755280502145e-5	2.194184033110864e-5	2609	tags=47%, list=24%, signal=36%
BP	GO:0051480	regulation of cytosolic calcium ion concentration	154	0.4552875139538761	2.271221917907899	2.504382669671926e-6	3.874755280502145e-5	2.194184033110864e-5	2800	tags=49%, list=26%, signal=37%
BP	GO:0008016	regulation of heart contraction	156	0.4844604185184115	2.421489978528507	2.507176793571599e-6	3.874755280502145e-5	2.194184033110864e-5	2240	tags=46%, list=21%, signal=37%
MF	GO:0030545	receptor regulator activity	157	0.6200210161046051	3.1020065941421504	2.5093725063110716e-6	3.874755280502145e-5	2.194184033110864e-5	1819	tags=55%, list=17%, signal=47%
BP	GO:0048738	cardiac muscle tissue development	158	0.4225589177936752	2.1159353444092455	2.5121209837465774e-6	3.874755280502145e-5	2.194184033110864e-5	2890	tags=44%, list=27%, signal=33%
BP	GO:0022409	positive regulation of cell-cell adhesion	160	0.4638555523059716	2.3273674436732814	2.514211580961384e-6	3.874755280502145e-5	2.194184033110864e-5	2129	tags=37%, list=20%, signal=30%
BP	GO:0007160	cell-matrix adhesion	159	0.41980947854002965	2.1041561428841913	2.5143190469725082e-6	3.874755280502145e-5	2.194184033110864e-5	2371	tags=39%, list=22%, signal=31%
BP	GO:0015849	organic acid transport	161	0.39387885065243444	1.9781474016050697	2.515476468975371e-6	3.874755280502145e-5	2.194184033110864e-5	2570	tags=45%, list=24%, signal=35%
BP	GO:0046942	carboxylic acid transport	161	0.39387885065243444	1.9781474016050697	2.515476468975371e-6	3.874755280502145e-5	2.194184033110864e-5	2570	tags=45%, list=24%, signal=35%
BP	GO:0070661	leukocyte proliferation	162	0.4412943925908557	2.218124430856178	2.517598010090533e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=41%, list=20%, signal=33%
BP	GO:0090257	regulation of muscle system process	162	0.48344170052412194	2.4299738787331946	2.517598010090533e-6	3.874755280502145e-5	2.194184033110864e-5	2405	tags=44%, list=22%, signal=35%
CC	GO:0043292	contractile fiber	163	0.48709990749657284	2.450909552535622	2.5177628166716184e-6	3.874755280502145e-5	2.194184033110864e-5	2026	tags=43%, list=19%, signal=35%
BP	GO:0043491	protein kinase B signaling	165	0.41649359625929816	2.09931028032241	2.5199326673991272e-6	3.874755280502145e-5	2.194184033110864e-5	2244	tags=39%, list=21%, signal=32%
BP	GO:0061448	connective tissue development	166	0.5033556663380867	2.539124480123133	2.523270865557605e-6	3.874755280502145e-5	2.194184033110864e-5	1452	tags=36%, list=14%, signal=32%
BP	GO:0051251	positive regulation of lymphocyte activation	167	0.4135417185548277	2.087785181338097	2.5250739846677506e-6	3.874755280502145e-5	2.194184033110864e-5	2123	tags=35%, list=20%, signal=29%
BP	GO:0072593	reactive oxygen species metabolic process	169	0.4689103168314553	2.371285050043015	2.528675176501527e-6	3.874755280502145e-5	2.194184033110864e-5	2273	tags=41%, list=21%, signal=33%
BP	GO:0006909	phagocytosis	171	0.4009464359927172	2.031088991470209	2.5322866548493288e-06	3.874755280502145e-5	2.194184033110864e-5	2636	tags=42%, list=25%, signal=32%
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	171	0.4207506461489578	2.1314119015205515	2.5322866548493288e-06	3.874755280502145e-5	2.194184033110864e-5	2152	tags=36%, list=20%, signal=29%
BP	GO:1902105	regulation of leukocyte differentiation	172	0.41421815818825847	2.100116753204486	2.533223222563926e-6	3.874755280502145e-5	2.194184033110864e-5	2397	tags=41%, list=22%, signal=33%
BP	GO:1904062	regulation of cation transmembrane transport	172	0.3968218186524437	2.0119160227889124	2.533223222563926e-6	3.874755280502145e-5	2.194184033110864e-5	2143	tags=35%, list=20%, signal=28%
BP	GO:0090287	regulation of cellular response to growth factor stimulus	174	0.38225785206811413	1.9413695405003872	2.5365710125737825e-6	3.874755280502145e-5	2.194184033110864e-5	2820	tags=44%, list=26%, signal=33%
BP	GO:0001818	negative regulation of cytokine production	175	0.3915678012163363	1.9903278499475	2.5376459780848894e-6	3.874755280502145e-5	2.194184033110864e-5	2106	tags=37%, list=20%, signal=30%
BP	GO:0007162	negative regulation of cell adhesion	177	0.4601409765661558	2.3425224981991404	2.5416577708644688e-6	3.874755280502145e-5	2.194184033110864e-5	2608	tags=49%, list=24%, signal=37%
BP	GO:0060047	heart contraction	177	0.47743849266540206	2.4305820770869606	2.5416577708644688e-6	3.874755280502145e-5	2.194184033110864e-5	2138	tags=43%, list=20%, signal=35%
BP	GO:0060485	mesenchyme development	177	0.487309593486042	2.480834666906065	2.5416577708644688e-6	3.874755280502145e-5	2.194184033110864e-5	2632	tags=50%, list=24%, signal=39%
BP	GO:1903522	regulation of blood circulation	179	0.4828322846369693	2.4622352632743856	2.5435778474718108e-6	3.874755280502145e-5	2.194184033110864e-5	2138	tags=44%, list=20%, signal=35%
BP	GO:0001505	regulation of neurotransmitter levels	183	0.3731551913440728	1.9088554050314572	2.548796713071759e-6	3.874755280502145e-5	2.194184033110864e-5	2331	tags=37%, list=22%, signal=29%
BP	GO:0070371	ERK1 and ERK2 cascade	184	0.4238201639066683	2.1694904754703175	2.551964374577331e-6	3.874755280502145e-5	2.194184033110864e-5	2152	tags=37%, list=20%, signal=30%
BP	GO:0003015	heart process	185	0.47774159111625525	2.4474923677190996	2.552081605361413e-6	3.874755280502145e-5	2.194184033110864e-5	2138	tags=42%, list=20%, signal=34%
BP	GO:0032103	positive regulation of response to external stimulus	186	0.4933859171713133	2.5291360436407473	2.5543045139669372e-6	3.874755280502145e-5	2.194184033110864e-5	2119	tags=45%, list=20%, signal=37%
BP	GO:0030336	negative regulation of cell migration	187	0.47479143365824916	2.435630642561932	2.5562829600734166e-6	3.874755280502145e-5	2.194184033110864e-5	2539	tags=46%, list=24%, signal=36%
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	188	0.4256931212958299	2.1855378925930364	2.5577410031460216e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=38%, list=20%, signal=31%
BP	GO:0002696	positive regulation of leukocyte activation	190	0.4406359712408459	2.2657662634161624	2.5600851996354437e-6	3.874755280502145e-5	2.194184033110864e-5	2123	tags=36%, list=20%, signal=30%
BP	GO:0032496	response to lipopolysaccharide	191	0.4540198192596508	2.3364047153824345	2.561547584588705e-6	3.874755280502145e-5	2.194184033110864e-5	1608	tags=36%, list=15%, signal=31%
BP	GO:0032102	negative regulation of response to external stimulus	193	0.46571558535978863	2.40007825619463	2.5635241278890916e-6	3.874755280502145e-5	2.194184033110864e-5	1787	tags=38%, list=17%, signal=33%
CC	GO:0005788	endoplasmic reticulum lumen	194	0.5341602039391624	2.7546689454513054	2.5646220644694692e-6	3.874755280502145e-5	2.194184033110864e-5	2609	tags=55%, list=24%, signal=43%
BP	GO:0051146	striated muscle cell differentiation	194	0.4800541634877039	2.475643611302788	2.5646220644694692e-6	3.874755280502145e-5	2.194184033110864e-5	2010	tags=40%, list=19%, signal=33%
BP	GO:2000146	negative regulation of cell motility	195	0.4661718435752591	2.405709358009723	2.5659777016537726e-6	3.874755280502145e-5	2.194184033110864e-5	2539	tags=46%, list=24%, signal=35%
BP	GO:0002237	response to molecule of bacterial origin	196	0.4590450636662556	2.3704666528844403	2.567921524318217e-6	3.874755280502145e-5	2.194184033110864e-5	1608	tags=36%, list=15%, signal=31%
BP	GO:0001822	kidney development	198	0.4154818264873056	2.1483414394324734	2.570376920071559e-6	3.874755280502145e-5	2.194184033110864e-5	2581	tags=44%, list=24%, signal=34%
BP	GO:0050867	positive regulation of cell activation	200	0.4591154384479371	2.3775396960094772	2.57154686258425e-6	3.874755280502145e-5	2.194184033110864e-5	2123	tags=38%, list=20%, signal=31%
BP	GO:0019932	second-messenger-mediated signaling	201	0.4778675917160597	2.4763708128873576	2.572856874544926e-6	3.874755280502145e-5	2.194184033110864e-5	2100	tags=38%, list=20%, signal=31%
BP	GO:0050863	regulation of T cell activation	201	0.3967050199300839	2.0557760135039143	2.572856874544926e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=36%, list=20%, signal=29%
BP	GO:0007596	blood coagulation	204	0.40419611870813354	2.0987976545212184	2.5778444580210918e-6	3.874755280502145e-5	2.194184033110864e-5	2086	tags=36%, list=19%, signal=30%
BP	GO:0050817	coagulation	205	0.39799134083859916	2.0678030144175166	2.5804120918110622e-6	3.874755280502145e-5	2.194184033110864e-5	2086	tags=36%, list=19%, signal=30%
BP	GO:0051271	negative regulation of cellular component movement	205	0.4683455275768629	2.4333350863157133	2.5804120918110622e-6	3.874755280502145e-5	2.194184033110864e-5	2559	tags=46%, list=24%, signal=36%
BP	GO:0052548	regulation of endopeptidase activity	205	0.38315159193083165	1.9907016446740855	2.5804120918110622e-6	3.874755280502145e-5	2.194184033110864e-5	2279	tags=40%, list=21%, signal=32%
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	208	0.3919339618051567	2.0403367116892537	2.584820897759994e-6	3.874755280502145e-5	2.194184033110864e-5	2252	tags=35%, list=21%, signal=28%
BP	GO:0007599	hemostasis	208	0.3976728385211124	2.070212257032385	2.584820897759994e-6	3.874755280502145e-5	2.194184033110864e-5	2244	tags=38%, list=21%, signal=30%
BP	GO:0010631	epithelial cell migration	208	0.3934486014035249	2.0482216491498795	2.584820897759994e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=36%, list=19%, signal=29%
BP	GO:0045765	regulation of angiogenesis	208	0.5386394361156224	2.8040586501066085	2.584820897759994e-6	3.874755280502145e-5	2.194184033110864e-5	1950	tags=47%, list=18%, signal=39%
BP	GO:0090132	epithelium migration	208	0.3934486014035249	2.0482216491498795	2.584820897759994e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=36%, list=19%, signal=29%
BP	GO:0072001	renal system development	209	0.40577056617658247	2.1135541507630458	2.5870610727507444e-6	3.874755280502145e-5	2.194184033110864e-5	2581	tags=43%, list=24%, signal=33%
CC	GO:0098857	membrane microdomain	209	0.3656221165970123	1.9044312391256504	2.5870610727507444e-6	3.874755280502145e-5	2.194184033110864e-5	3002	tags=44%, list=28%, signal=32%
BP	GO:0002250	adaptive immune response	211	0.3899445402340259	2.0338800602742664	2.58944593625302e-6	3.874755280502145e-5	2.194184033110864e-5	2157	tags=35%, list=20%, signal=29%
BP	GO:0010959	regulation of metal ion transport	212	0.4019896154962986	2.0980739277112215	2.591036051675623e-6	3.874755280502145e-5	2.194184033110864e-5	2950	tags=47%, list=27%, signal=35%
BP	GO:0050678	regulation of epithelial cell proliferation	212	0.4256609270497709	2.2216198097205213	2.591036051675623e-6	3.874755280502145e-5	2.194184033110864e-5	2729	tags=47%, list=25%, signal=36%
BP	GO:0007159	leukocyte cell-cell adhesion	213	0.44537617310970357	2.3258713482772695	2.592312238824542e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=39%, list=20%, signal=32%
BP	GO:0090130	tissue migration	213	0.41087680297724877	2.145706576631696	2.592312238824542e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=37%, list=19%, signal=30%
BP	GO:0040013	negative regulation of locomotion	214	0.43900774855540026	2.2940971901365446	2.593683861061543e-6	3.874755280502145e-5	2.194184033110864e-5	2539	tags=43%, list=24%, signal=34%
BP	GO:0006874	cellular calcium ion homeostasis	215	0.40196993385714913	2.1018863186211654	2.5943298327176123e-6	3.874755280502145e-5	2.194184033110864e-5	2870	tags=48%, list=27%, signal=36%
BP	GO:0010469	regulation of signaling receptor activity	215	0.561332479332578	2.935187334001298	2.5943298327176123e-6	3.874755280502145e-5	2.194184033110864e-5	1819	tags=47%, list=17%, signal=40%
BP	GO:0046677	response to antibiotic	215	0.3780995602932349	1.9770689942682498	2.5943298327176123e-6	3.874755280502145e-5	2.194184033110864e-5	2159	tags=34%, list=20%, signal=28%
BP	GO:0055074	calcium ion homeostasis	222	0.3972105863533867	2.0854930041332995	2.604125977198273e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=42%, list=23%, signal=33%
BP	GO:0050727	regulation of inflammatory response	223	0.49923836495681717	2.62273420865858	2.6054558244964957e-6	3.874755280502145e-5	2.194184033110864e-5	1990	tags=43%, list=19%, signal=36%
BP	GO:0006936	muscle contraction	224	0.5111772132100995	2.686968463003367	2.607228802578028e-6	3.874755280502145e-5	2.194184033110864e-5	2390	tags=47%, list=22%, signal=38%
BP	GO:0034765	regulation of ion transmembrane transport	224	0.38229450629003026	2.009505227218643	2.607228802578028e-6	3.874755280502145e-5	2.194184033110864e-5	2372	tags=38%, list=22%, signal=30%
BP	GO:0052547	regulation of peptidase activity	225	0.3844039399423088	2.0218196323688398	2.6086911153197996e-6	3.874755280502145e-5	2.194184033110864e-5	2534	tags=43%, list=24%, signal=34%
CC	GO:0060205	cytoplasmic vesicle lumen	225	0.36951222015475027	1.9434948071062785	2.6086911153197996e-6	3.874755280502145e-5	2.194184033110864e-5	1591	tags=29%, list=15%, signal=26%
CC	GO:0098552	side of membrane	225	0.4396228568149211	2.3122502929597424	2.6086911153197996e-6	3.874755280502145e-5	2.194184033110864e-5	2228	tags=40%, list=21%, signal=32%
CC	GO:0031983	vesicle lumen	226	0.36880605223768825	1.9408226467804108	2.6108092725502125e-6	3.874755280502145e-5	2.194184033110864e-5	1591	tags=29%, list=15%, signal=25%
BP	GO:0001655	urogenital system development	227	0.3841883869081671	2.022977071986116	2.611313778074887e-6	3.874755280502145e-5	2.194184033110864e-5	2436	tags=40%, list=23%, signal=31%
BP	GO:0072503	cellular divalent inorganic cation homeostasis	230	0.39965757615085684	2.1079962352873323	2.6167940609241995e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=41%, list=23%, signal=33%
BP	GO:0030198	extracellular matrix organization	232	0.5979229017109975	3.156932881804811	2.6214587369287513e-6	3.874755280502145e-5	2.194184033110864e-5	2553	tags=66%, list=24%, signal=51%
BP	GO:0051047	positive regulation of secretion	232	0.3808501061299454	2.0108248398580493	2.6214587369287513e-6	3.874755280502145e-5	2.194184033110864e-5	2275	tags=36%, list=21%, signal=29%
BP	GO:1901342	regulation of vasculature development	232	0.529379384774953	2.795034580484128	2.6214587369287513e-6	3.874755280502145e-5	2.194184033110864e-5	1950	tags=46%, list=18%, signal=38%
BP	GO:0031589	cell-substrate adhesion	236	0.43521869283656045	2.3029110195658777	2.627865358690482e-6	3.874755280502145e-5	2.194184033110864e-5	2614	tags=45%, list=24%, signal=35%
BP	GO:0072507	divalent inorganic cation homeostasis	243	0.3926536305001661	2.0853730239639576	2.636866558730929e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=41%, list=23%, signal=32%
BP	GO:0050673	epithelial cell proliferation	248	0.41032568131255504	2.1845179828051253	2.644313404024645e-6	3.874755280502145e-5	2.194184033110864e-5	2729	tags=47%, list=25%, signal=36%
BP	GO:0050900	leukocyte migration	250	0.5569667920859552	2.9681948269368275	2.647141352053917e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=49%, list=20%, signal=40%
BP	GO:0042692	muscle cell differentiation	251	0.43476909227097227	2.317846898338977	2.6501790195927734e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=38%, list=19%, signal=31%
BP	GO:0048545	response to steroid hormone	253	0.3927227359092523	2.0956575920711904	2.652498786481805e-6	3.874755280502145e-5	2.194184033110864e-5	1608	tags=29%, list=15%, signal=25%
BP	GO:0022407	regulation of cell-cell adhesion	254	0.43700195440604706	2.3329487610314996	2.654230711041865e-6	3.874755280502145e-5	2.194184033110864e-5	2800	tags=47%, list=26%, signal=35%
CC	GO:0062023	collagen-containing extracellular matrix	254	0.6841470010026107	3.6523404123484418	2.654230711041865e-6	3.874755280502145e-5	2.194184033110864e-5	2078	tags=65%, list=19%, signal=54%
BP	GO:0001503	ossification	258	0.4328896973827101	2.315416873356954	2.6595391018736454e-6	3.874755280502145e-5	2.194184033110864e-5	2240	tags=40%, list=21%, signal=33%
BP	GO:0048608	reproductive structure development	261	0.3552917563449961	1.9028940638009517	2.6640807323025115e-6	3.874755280502145e-5	2.194184033110864e-5	2480	tags=39%, list=23%, signal=31%
BP	GO:0001667	ameboidal-type cell migration	262	0.39069622396726256	2.0936105213423786	2.664620238323634e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=35%, list=19%, signal=29%
BP	GO:0043062	extracellular structure organization	265	0.5806367938653252	3.1159584113852885	2.6674775798509415e-6	3.874755280502145e-5	2.194184033110864e-5	2553	tags=62%, list=24%, signal=48%
BP	GO:0051249	regulation of lymphocyte activation	264	0.3901293726620976	2.0924271906305023	2.6681181229255383e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=35%, list=20%, signal=29%
BP	GO:0061458	reproductive system development	264	0.35074761475456107	1.8812063320259151	2.6681181229255383e-6	3.874755280502145e-5	2.194184033110864e-5	2480	tags=39%, list=23%, signal=30%
BP	GO:0045785	positive regulation of cell adhesion	266	0.45064802350627386	2.4195796183877247	2.6684456304202803e-6	3.874755280502145e-5	2.194184033110864e-5	2334	tags=39%, list=22%, signal=32%
BP	GO:0014706	striated muscle tissue development	268	0.4449835236341476	2.3910351764284368	2.6727605607451655e-6	3.874755280502145e-5	2.194184033110864e-5	2146	tags=37%, list=20%, signal=31%
BP	GO:0050708	regulation of protein secretion	270	0.3826282025913646	2.0578960694977324	2.6761939170112267e-6	3.874755280502145e-5	2.194184033110864e-5	2960	tags=46%, list=28%, signal=34%
BP	GO:0010817	regulation of hormone levels	273	0.3862936117246279	2.0803302187535184	2.679442247301802e-6	3.874755280502145e-5	2.194184033110864e-5	1990	tags=32%, list=19%, signal=26%
BP	GO:0007517	muscle organ development	275	0.44274795698755076	2.3862660731477545	2.6832815459994956e-6	3.874755280502145e-5	2.194184033110864e-5	2083	tags=37%, list=19%, signal=31%
BP	GO:0001819	positive regulation of cytokine production	276	0.364400963618948	1.9648646735663358	2.6851404328446376e-6	3.874755280502145e-5	2.194184033110864e-5	2088	tags=34%, list=19%, signal=28%
BP	GO:0006875	cellular metal ion homeostasis	279	0.36969338508138316	1.9961126665264273	2.688302122145695e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=39%, list=23%, signal=31%
BP	GO:0051051	negative regulation of transport	279	0.36173960316366005	1.9531672272152507	2.688302122145695e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=35%, list=20%, signal=29%
BP	GO:0034762	regulation of transmembrane transport	278	0.3822358147246953	2.0627310873166262	2.6883238032254507e-6	3.874755280502145e-5	2.194184033110864e-5	2147	tags=34%, list=20%, signal=28%
BP	GO:0060537	muscle tissue development	280	0.45725259954042674	2.4698532919264133	2.6896831822179666e-6	3.874755280502145e-5	2.194184033110864e-5	2146	tags=39%, list=20%, signal=32%
BP	GO:0002791	regulation of peptide secretion	281	0.3803759279952045	2.0553200815196697	2.6926598093596856e-6	3.874755280502145e-5	2.194184033110864e-5	2960	tags=45%, list=28%, signal=34%
BP	GO:0006820	anion transport	285	0.3379399865535477	1.828933198056747	2.6992156079443315e-6	3.874755280502145e-5	2.194184033110864e-5	2874	tags=41%, list=27%, signal=31%
CC	GO:0031012	extracellular matrix	285	0.671302437865095	3.633092748417196	2.6992156079443315e-6	3.874755280502145e-5	2.194184033110864e-5	2078	tags=64%, list=19%, signal=53%
BP	GO:0002683	negative regulation of immune system process	286	0.39562667427572007	2.1421197622539037	2.6999735402593053e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=38%, list=20%, signal=32%
BP	GO:0048871	multicellular organismal homeostasis	288	0.3684801525754779	1.9965782123439888	2.7037184239484563e-6	3.874755280502145e-5	2.194184033110864e-5	2169	tags=35%, list=20%, signal=29%
BP	GO:0003012	muscle system process	289	0.48961672438385617	2.6539843343802714	2.7053202828682887e-6	3.874755280502145e-5	2.194184033110864e-5	2432	tags=44%, list=23%, signal=35%
